Feature1,Feature2,Feature3,Feature4,Target
10.992,1006.4,24.125,550.09,134.4
10.708,1005.4,23.97,549.99,133.69
10.242,1004.4,23.854,549.96,133.67
10.841,1003.7,22.048,549.96,125.68
11.256,1003.3,23.937,549.9,133.67
12.819,1003.2,24.233,550.06,133.92
14.627,1003.2,24.795,549,134.9
16.246,1003.2,31.559,533.55,154.82
17.679,1002.8,30.436,537.34,151.89
18.63,1002.3,24.815,549.08,133.59
19.954,1001.4,24.69,549.82,132.72
21.117,1000.9,25.006,550.07,133.23
20.298,1000.6,24.701,550.31,132.74
19.481,1000.4,24.611,549.97,132.72
19.914,1000.6,24.81,549.96,132.72
17.91,1002.9,24.276,549.83,132.73
15.178,1003.1,24.181,549.95,132.72
13.97,1005.5,24.358,549.81,133.45
14.316,1005.7,24.401,550.15,133.68
14.117,1005.8,24.475,550.19,134.19
13.646,1005.9,24.316,550.12,133.69
13.286,1005.5,20.236,550.16,116.21
12.682,1005.1,20.992,549.99,120.05
11.68,1005.2,20.658,549.93,119.72
11.052,1005.4,20.573,550.09,119.7
11.163,1005.8,20.088,549.98,116.82
11.283,1006.3,18.958,549.8,111.51
12.717,1006.9,18.869,549.8,110.41
13.638,1007.6,23.485,549.86,130.74
16.04,1008.5,22.887,549.71,126.66
16.308,1008.5,21.774,550.32,122.43
16.937,1008.1,24.437,549.89,133.27
16.469,1007.9,24.21,550.02,132.69
14.806,1007.7,24.201,549.78,133.37
15.208,1008,23.983,549.93,132.69
14.582,1008.4,23.916,549.79,132.68
14.162,1008.7,23.894,550.21,132.68
13.902,1009,24.081,549.76,133.4
13.889,1008.9,20.736,550.01,119.05
13.893,1008.7,22.788,550.22,127.36
13.62,1008.8,24.236,550.34,133.32
13.072,1008.6,22.164,546.63,123.49
12.066,1007.9,18.803,533.5,105.48
11.543,1007.3,18.892,533.4,105.76
10.847,1007.1,19.072,539.12,108.74
10.104,1007.2,19.517,548.77,114.07
9.0196,1007.5,22.112,548.06,125.63
9.3865,1007.8,23.986,549.96,134.13
11.298,1008.5,31.74,531.89,157.2
12.884,1009.2,31.922,531.55,157.96
13.262,1009.8,31.765,531.46,158.14
13.398,1010.2,31.361,532.85,157.7
13.199,1010.5,31.782,531.37,158.62
13.493,1010.7,31.809,531.5,158.39
13.863,1010.8,31.852,531.47,158.13
14.002,1011,31.618,532.27,157.46
14.023,1011.3,31.83,531.62,157.65
13.726,1011.8,31.583,532.76,157.44
13.058,1012.3,32.034,531.02,158.64
11.867,1013,31.921,531.15,159.95
10.652,1013.7,32.508,529.6,161.56
10.516,1013.5,32.789,528.69,161.98
10.119,1013.4,33.171,527.09,163.26
8.6918,1013.4,23.803,549.74,134.54
8.0988,1013.2,19.426,532.78,109.55
18.323,1008.1,30.733,536.59,152.34
19.396,1008,31.527,534.33,155.61
20.001,1007.6,31.291,534.93,154.95
19.438,1007,31.159,535.74,155.06
19.958,1006.2,31.366,535.4,154.73
20.58,1005.7,30.963,536.59,154.18
19.07,1005.4,24.931,549.9,134.33
17.668,1005,19.673,550.17,112.08
17.173,1004.9,24.654,550.02,133.6
17.175,1004.7,24.709,550.3,133.68
18.461,1004.1,24.782,550.1,133.44
19.477,1003.8,24.7,549.91,133.44
19.689,1003.7,24.519,550.11,132.63
19.331,1003.4,19.329,534.1,104.31
18.753,999.36,18.622,549.45,107.25
19.205,998.32,23.867,546.63,127.96
19.258,997.39,31.139,535.65,154.78
13.896,998.94,31.137,534.88,157.61
9.0751,1000.6,32.04,531.41,161.6
8.5672,1000.9,32.013,531.38,161.64
8.6376,1001.6,32.105,530.69,161.86
9.7882,1002.4,31.599,532.23,160.11
10.395,1003.3,32.195,530.5,161.05
10.449,1003.9,31.719,532.27,160.11
10.943,1004.5,30.552,533.64,154.83
12.016,1006,31.829,531.72,159.15
11.611,1006.8,31.722,532.3,159.53
10.367,1008,23.679,549.92,133.6
9.9591,1008.5,23.613,550.27,133.31
10.054,1008.4,23.917,549.91,134.38
10.53,1008.3,23.795,549.81,133.69
11.219,1008.1,25.269,550.27,139.49
11.77,1008.2,19.28,544.47,111.36
10.267,1007.7,19.471,549.33,114.74
10.841,1008.1,26.867,542.96,142.12
11.891,1008.2,33.494,527.18,161.5
13.123,1008.5,31.608,533.29,157.08
13.822,1008.8,31.903,532.33,157.66
14.573,1008.9,31.514,533.67,156.32
15.294,1009.2,31.603,533.31,156.4
14.656,1009.5,25.939,549.52,141.09
14.559,1009.5,31.954,532.1,157.39
15.928,1009.4,31.367,534.32,155.41
16.612,1009.3,31.444,534.34,155.05
16.164,1009.6,31.195,535.17,154.88
15.781,1010,25.81,550.16,139.85
15.337,1010.4,25.76,550.31,139.74
14.821,1011.1,25.715,550.3,139.75
14.323,1011.7,21.535,549.64,121.59
10.997,1010.6,25.318,548.44,136.46
11.206,1010.4,32.442,529.75,158.94
10.591,1009.6,31.866,531.03,159.74
10.733,1009.3,31.562,532.58,159.21
10.939,1009.5,32.05,530.93,160.05
11.244,1009.3,31.823,531.65,159.7
11.302,1008.7,32.05,530.62,160.31
11.474,1008.3,31.719,531.88,159.57
11.704,1008.6,32.137,530.64,160.33
11.425,1009.3,24.851,549.02,138.01
11.129,1010,23.748,549.93,133.83
10.529,1010.6,23.65,550.07,133.73
10.172,1010.9,23.738,550.26,134.13
10.168,1010.7,31.464,528.22,157.47
10.331,1010.6,29.407,537.57,155.91
10.382,1010.6,29.583,537.1,156.33
10.302,1010.2,30.581,533.86,158.73
10.381,1009.5,30.955,532.71,159.6
10.627,1008.9,31.198,531.86,160.17
10.767,1008.5,31.035,532.65,159.61
10.722,1008,31.016,532.67,159.6
10.544,1007.8,31.051,532.71,159.61
10.519,1007.8,31.004,532.87,159.28
10.909,1008.1,31.229,532.26,159.62
11.09,1007.9,30.02,536.5,156.79
11.449,1008.1,28.261,542.14,152.19
11.935,1007.9,28.052,543.06,151.76
12.53,1007.5,28.197,542.31,151.74
13.414,1007.2,28.526,541.56,151.74
14.124,1007.2,28.688,541.19,151.76
15.02,1006.9,28.813,541.15,151.76
15.626,1006.3,28.94,540.83,151.74
15.642,1006.6,28.836,540.59,151.74
15.237,1006.9,28.823,540.53,151.73
15.032,1006.9,28.765,541.37,151.74
14.714,1007.3,29.614,537.96,154.17
14.153,1007.7,30.085,536.38,155.72
13.93,1007.8,30.293,535.65,156.26
13.592,1008,29.638,537.71,154.84
13.073,1007.8,30.582,533.85,157.9
12.862,1007.6,31.139,531.84,158.93
12.887,1007.5,31.399,530.85,159.6
12.798,1007.5,32.01,528.94,161
12.823,1007.5,32.329,528.06,161.6
12.954,1007.7,32.42,527.91,161.61
12.655,1008,31.896,529.77,160.63
12.269,1008.1,31.931,529.63,160.78
12.565,1008.5,31.284,531.94,159.04
13.325,1008.9,30.955,533.2,157.99
13.702,1009.7,29.681,537.16,155.06
13.594,1010.3,29.833,536.29,155.76
14.478,1010.8,29.875,535.99,155.22
15.743,1011.4,29.994,536,154.75
16.508,1012,30.003,536.3,154.27
16.236,1012.8,29.637,536.75,153.75
15.578,1013.6,29.439,537.42,153.75
15.891,1014.1,29.62,537.13,153.72
15.556,1015,29.717,535.96,154.62
14.138,1016.1,29.31,537.08,154.73
12.48,1016.7,29.251,537.65,155.46
11.374,1017.1,29.88,535.36,157.35
10.777,1017.3,30.527,533.46,158.98
10.506,1017.4,30.205,534.59,158.3
9.8114,1017.7,30.297,533.47,159.49
8.5863,1017.8,30.089,533.49,159.67
7.9271,1017.6,29.971,533.97,159.59
7.5885,1017.8,29.912,534.26,159.61
7.3726,1018.2,29.881,534.24,159.6
7.2108,1018.5,29.794,534.39,159.62
6.8229,1018.9,29.65,534.61,159.44
7.1763,1019.3,29.826,534.36,159.19
9.5705,1019.8,30.742,532.07,159.3
12.699,1020.2,30.274,533.97,156.82
14.176,1020.5,30.418,533.29,156.74
15.181,1020.5,30.623,532.29,156.73
15.981,1020.3,30.808,532.3,156.72
16.424,1020.2,30.875,531.62,156.72
16.668,1019.9,31.168,530.69,157.19
16.766,1019.6,30.841,531.44,156.68
16.495,1019.3,30.775,532.11,156.7
15.964,1019.2,31.198,530.42,157.91
15.43,1019.1,31.374,530.22,158.58
14.397,1019.2,31.047,531.35,158.4
12.699,1019.1,30.474,532.8,158.64
10.973,1019.1,30.636,532.99,159.69
9.6385,1018.8,30.295,533.83,159.15
8.7713,1018.6,31.19,530.59,161.73
8.1392,1018.2,32.277,526.14,165.41
7.7092,1017.8,33.372,522.72,167.46
7.5524,1017.6,27.583,536.22,148.44
8.2388,1016.3,18.561,549.81,109.76
8.6642,1016.7,24.109,549.66,134.3
10.094,1016.7,32.671,528.5,162.09
11.958,1016.5,31.756,530.97,159.23
13.155,1016.5,32.037,530.25,159.33
13.891,1016.4,31.629,531.63,158.25
14.349,1016.1,31.919,530.56,158.66
14.691,1015.8,31.67,531.57,158.14
14.868,1015.5,31.875,530.77,158.5
15.03,1015.3,31.604,532.13,158
14.892,1015.1,32.008,530.41,158.91
14.589,1015.2,32.027,530.39,159.04
13.859,1015.2,32.231,529.52,160
12.912,1015.3,24.609,548.08,136.38
11.888,1015.6,23.641,550,133.74
11.019,1015.9,23.535,550.26,133.69
10.426,1015.7,19.929,550.02,117.98
10.07,1015.6,19.451,546.12,114.39
9.3165,1015.6,19.055,539.18,110.81
8.4778,1015.7,18.864,549.97,111.41
10.492,1015.9,22.439,544.54,122.73
12.439,1015.9,32.872,528.37,160.82
13.382,1016,35.093,521.33,164.78
14.648,1016.2,32.07,530.6,158.42
15.209,1016.3,31.621,532.16,157.74
15.351,1016.3,31.871,531.18,158.1
15.615,1016.2,31.75,531.6,157.6
15.976,1015.9,27.908,540.68,145.13
16.28,1015.8,24.016,549.99,132.7
15.878,1016.1,24.176,550.06,133.53
15.508,1016.3,20.044,549.72,115.84
14.614,1016.5,21.296,550.18,122.19
12.949,1017,23.673,550.28,133.64
10.928,1017.4,18.504,549.98,109.69
10.268,1017.2,18.62,549.54,110.37
12.582,1017.5,20.413,549.44,117.13
14.084,1017.6,19.35,550.03,112.21
15.313,1017.8,18.808,549.77,109.73
16.366,1017.6,18.594,549.23,108.69
17.063,1017.5,18.492,539.51,104.73
17.253,1017.4,18.425,536.5,103.57
17.477,1017.2,21.49,549.75,121.71
17.617,1016.9,19.301,546.32,111.36
16.576,1017.2,18.694,540.32,105.46
15.179,1017.6,18.435,533.45,103.64
12.51,1018,21.729,550.04,124.87
12.05,1018,21.273,543.48,119.3
11.977,1017.9,24.23,550.01,133.83
10.851,1017.9,24.324,550.17,134.26
12.055,1017.8,32.154,530.54,159.35
13.465,1018,31.271,532.81,157.28
14.307,1018.2,32.066,530.63,158.93
14.118,1018.4,31.144,533.8,156.78
14.192,1018.3,31.512,532.48,157.65
14.244,1018.2,31.789,531.91,158.14
14.791,1017.9,32.161,530.31,158.67
15.007,1017.5,31.732,531.87,157.84
15.089,1017,32.012,530.84,158.29
14.73,1017,31.944,531.41,158.66
14.124,1016.8,32.235,530.18,159.5
13.555,1016.6,31.719,531.86,158.73
13.034,1016.7,32.311,529.6,160.27
12.594,1016.7,25.66,545.52,139.39
12.603,1016.7,23.945,549.96,133.71
12.749,1016.1,23.759,549.79,133.01
12.874,1015.8,23.651,550.16,132.22
9.3501,1015,23.859,549.94,133.89
11.089,1015.1,22.854,541.5,124.09
12.28,1014.8,32.343,530.09,159.84
13.427,1014.4,31.901,531.02,158.56
14.276,1014,31.397,532.94,157.02
15.328,1013.4,31.584,532.71,156.69
16.732,1012.9,31.171,533.99,155.43
17.945,1012.6,31.779,532.13,156.34
18.303,1012.2,32.04,531.73,159.02
17.806,1012,32.144,531.15,159.24
17.192,1011.8,31.572,533.38,157.61
16.778,1012,32.057,531.2,159.06
15.669,1012.1,24.887,548.68,136.06
14.434,1012.5,22.943,549.8,129.07
13.562,1012.4,23.802,549.96,132.88
13.055,1011.9,19.281,549.49,113.02
12.846,1011.3,19.337,546.52,111.96
12.411,1011.4,19.957,545.48,114.36
12.846,1011.3,32.258,531.03,159.51
13.316,1011.6,31.872,532.18,158.56
13.389,1011.7,32.173,531,159.14
13.857,1011.4,31.742,532.11,158.37
14.216,1011.2,32.04,531.47,158.79
14.859,1010.6,31.576,533.21,157.47
15.135,1010.3,31.818,532.78,157.59
15.083,1009.9,31.368,534.3,156.66
15.417,1009.9,31.816,532.49,157.75
14.289,1010,31.933,532,158.88
13.445,1009.8,32.125,531.4,159.21
13.627,1009.6,24.264,549.96,133.81
13.547,1009.7,24.023,549.99,132.77
13.416,1010.1,19.625,547.37,112.56
13.345,1009.9,24.037,550.02,133.01
13.201,1009.5,22.37,549.84,125.52
13.437,1009.2,18.969,549.86,110.47
13.916,1007.5,19.583,547.56,112.87
13.957,1007.6,29.233,538.53,148.66
14.259,1007.6,31.716,533.77,157.37
14.914,1007.7,31.854,533.02,157.42
15.336,1007.9,31.471,534.42,156.58
15.745,1007.7,31.656,533.48,156.74
16.187,1007.4,31.363,534.84,156.08
16.337,1007,31.921,532.9,157.11
16.372,1006.4,31.378,534.85,155.88
16.704,1006.2,31.597,533.76,156.31
16.752,1006.4,31.213,535.19,155.94
16.334,1006.6,24.757,549.36,134.75
15.52,1006.9,31.856,532.98,157.63
14.728,1007.3,31.758,533.36,157.91
14.472,1007.6,24.106,549.73,133
14.253,1007.3,19.494,532.51,106.11
14.151,1007.1,18.942,549.57,111
13.854,1006.9,21.072,550.04,119.95
14.007,1005.8,24.675,546.75,133.91
14.355,1005.9,31.799,533.51,157.35
15.033,1006.1,31.525,534.03,156.72
15.559,1006.2,31.849,533.24,157.33
15.992,1006.1,31.457,534.44,156.44
16.783,1005.8,31.571,533.66,156.58
17.977,1005.4,31.503,534.09,157.14
18.197,1005.3,31.774,532.87,157.94
18.22,1005.1,31.276,534.88,156.78
17.578,1004.8,31.665,533.66,157.33
16.84,1004.7,31.486,534.8,156.81
16.86,1004.5,31.64,533.95,156.91
16.304,1004.6,30.985,535.95,155.24
15.546,1005,31.743,533.42,157.29
14.75,1005.4,24.378,549.57,133.84
14.369,1005.5,23.118,550.04,128.9
13.599,1005.5,24.127,550.09,133.67
12.968,1005.4,20.332,549.92,117.25
13.445,1005.7,24.333,549.92,133.64
14.081,1006.2,27.777,542.12,144.13
14.609,1006.4,31.553,534.05,156.78
15.954,1006.6,31.409,534.81,155.53
17.459,1006.7,31.251,535.37,154.6
18.609,1006.9,28.922,540.29,147.05
19.272,1006.8,23.461,550.12,128.13
20.131,1006.5,23.494,549.99,127.98
20.968,1006.3,24.617,550.04,132.74
21.251,1006.3,24.654,549.84,132.74
21.163,1006.5,24.645,550.31,132.74
20.057,1006.5,24.584,550.1,132.74
18.588,1006.5,24.498,549.76,132.74
17.504,1006.9,24.287,549.88,132.24
17.234,1007.3,24.395,549.81,132.9
16.78,1007.6,24.565,550.11,133.76
15.914,1007.5,24.46,550.3,133.73
15.158,1007.5,22.038,550.16,123.71
14.75,1007.4,18.999,549.44,110.19
14.344,1007.1,19.073,549.84,110.76
14.031,1006.9,19.042,549.79,110.73
13.668,1006.6,19.02,550.34,110.74
13.511,1006.5,19.009,550.02,110.75
13.46,1006.8,19.025,549.73,110.75
13.861,1006.9,19.066,550.02,110.74
14.277,1007.1,19.148,549.8,110.75
15.029,1007.3,19.026,549.86,109.88
15.716,1007.1,19.231,550.03,110.74
15.786,1006.7,19.215,549.91,110.77
16.518,1006.5,19.273,549.9,110.75
17.308,1006.1,19.34,550.02,110.74
17.217,1005.5,19.388,550.04,110.73
17.608,1004.7,19.456,549.93,110.74
17.729,1004.4,19.473,550.04,110.74
18.081,1004.1,19.53,549.95,110.74
18.784,1004.1,19.498,550.14,110.75
19.295,1004.4,19.387,549.99,110.75
17.958,1004.6,23.937,550.24,130.45
16.764,1004.7,21.649,550.2,120.8
16.926,1004.6,18.31,541.51,103.45
16.941,1004.3,19.537,550.02,111.58
16.98,1004.3,19.21,550,109.87
16.917,1004.1,19.607,550.02,111.74
16.82,1004,19.581,549.93,111.76
16.503,1003.9,19.557,550,111.75
16.274,1003.8,19.533,550,111.74
15.957,1003.9,19.502,549.91,111.76
16.048,1004.2,21.749,550.05,121.27
16.89,1004.4,24.826,549.68,133.79
17.876,1004.8,31.635,534.2,154.74
19.08,1005.1,31.548,534.8,154.68
20.132,1005.3,31.438,535.23,154.4
20.989,1005.1,25.091,549.64,134.04
21.989,1004.8,25.111,549.63,133.76
22.731,1004.9,24.993,549.86,132.8
23.498,1004.7,24.989,550.07,132.68
23.451,1004.7,24.317,550.04,129.78
23.114,1005,24.906,550.4,132.53
22.755,1005.2,24.947,550.09,132.76
21.626,1005.4,24.79,550.23,132.72
20.347,1006,22.765,549.78,124.06
19.935,1006.9,23.275,549.2,126.58
19.193,1007.3,24.874,550.17,133.72
19.04,1007.4,24.889,549.66,133.79
18.202,1007.4,19.753,549.99,111.83
17.887,1006.9,21.82,550.07,121.03
17.196,1007.1,19.395,549.84,111.04
16.602,1007.3,19.239,549.92,110.78
16.049,1007.1,19.231,549.88,110.76
15.675,1006.8,19.172,550.13,110.74
15.306,1006.6,19.174,549.93,110.76
15.554,1006.9,23.215,550.31,128.08
16.285,1006.7,24.878,549.59,134.47
17.411,1006.5,31.425,534.63,154.72
17.97,1006.6,30.926,536.15,153.54
18.401,1006.2,31.215,535.02,154.04
18.84,1005.2,31.198,535.4,154.42
18.884,1005,31.17,535.45,154.14
19.129,1004.5,30.916,536.73,153.46
19.501,1003.8,30.679,537.56,152.94
19.995,1003.1,30.423,538.29,151.94
20.086,1003,19.832,550.22,112.51
18.974,1002.8,24.655,550.04,133.69
18.341,1002.3,24.787,550.08,133.72
18.431,1002.2,24.883,550.28,133.74
18.369,1002.1,24.866,550,133.74
18.15,1001.4,24.718,549.88,133.48
18.07,1000.9,24.942,550.21,134.15
18.241,1001,25.036,550.22,134.26
18.435,1000.8,25.009,549.86,133.94
18.45,1000.5,24.857,550.22,133.98
18.541,1000.4,24.904,550.38,133.74
18.443,1000.1,24.918,550.06,133.72
18.594,999.86,24.944,550.2,133.72
18.482,1000.1,24.749,550.1,133.33
18.339,1000.4,24.87,549.74,133.67
18.412,1000.7,24.992,550.16,134.05
18.468,1001,31.317,535.72,153.77
18.6,1001.2,30.673,537.88,152.5
19.128,1001.5,30.787,537.62,152.27
19.663,1001.5,30.512,538.55,151.85
18.859,1001.2,30.845,537.04,152.97
18.565,1001.5,30.541,537.83,152.8
18.456,1001.5,30.835,536.62,153.48
18.323,1002.3,30.672,537.02,153.11
16.819,1003,25.207,547.91,135.63
16.238,1003.3,24.568,549.81,133.76
16.189,1004.1,24.472,550.11,133.75
16.077,1004.6,29.535,538.61,149.43
15.926,1005.4,25.128,547.19,135.67
15.868,1006,24.344,549.85,133.85
15.933,1006.4,24.302,550.04,133.44
16.216,1006.9,24.518,549.94,134.12
16.44,1007.3,24.672,550,134.59
16.658,1007.5,24.527,550.22,133.73
16.654,1007.6,24.489,550.13,133.71
16.713,1007.8,24.535,550.15,133.73
16.618,1008,24.519,550.06,133.72
16.72,1008.8,24.556,550.13,133.73
16.913,1009.6,24.577,550.12,133.67
17.099,1010.2,24.592,549.97,133.84
16.845,1010.7,31.894,532.61,156.66
17.005,1011.1,31.923,532.86,157
17.674,1011.7,31.766,532.99,156.66
18.186,1011.9,31.307,533.95,156.03
18.401,1012.4,31.534,533.48,156.32
18.164,1012.8,31.505,533.8,156.57
17.362,1013,31.623,532.77,157.12
16.909,1013.3,31.434,533.35,156.87
16.439,1013.7,31.935,531.54,158.46
15.892,1014,31.557,533.12,157.3
15.536,1014.2,24.48,549.59,134.43
15.201,1014.7,24.238,549.74,133.78
15.037,1015.2,24.293,550.06,133.78
15.103,1015.6,24.45,549.75,134.19
15.302,1015.8,24.281,550.06,133.63
15.475,1016.3,23.929,549.78,132.14
15.389,1016.7,23.953,550.1,132.75
14.89,1016.6,24.158,550.06,134.14
14.29,1016.8,24.004,550.01,133.72
13.765,1017.2,23.939,549.95,133.72
12.993,1017.9,23.885,549.98,133.73
12.564,1018.7,23.818,550.1,133.57
12.379,1019.4,23.653,550.17,132.99
12.455,1020.1,23.751,549.9,133.37
12.622,1020.6,23.818,550.01,133.48
13.066,1021,24.006,549.87,133.77
14.257,1021.3,24.069,550.14,133.82
15.239,1021.5,24.168,550.05,133.81
16.214,1021.7,24.279,550.08,133.78
17.08,1021.8,24.343,549.94,133.8
17.572,1021.8,24.382,550.08,133.81
17.695,1021.9,24.375,549.91,133.8
17.337,1021.9,24.309,549.97,133.78
16.803,1022.1,24.248,550.14,133.79
15.874,1022.4,24.132,550.07,133.76
14.67,1022.8,24.027,549.8,133.78
13.865,1023.1,23.802,549.97,132.78
13.131,1023.4,23.873,549.86,133.39
12.619,1023.3,23.833,549.92,133.28
11.853,1023.4,23.815,549.96,133.61
11.386,1023.2,20.276,549.96,118.18
9.1413,1022.2,18.821,548.63,111.03
10.971,1021.9,21.39,550.04,121.67
13.093,1021.9,24.219,549.8,133.48
14.306,1021.7,24.478,549.76,134.33
15.289,1021.3,24.351,550.13,133.72
16.349,1020.6,24.425,550.05,133.72
17.652,1019.8,24.327,550.14,132.9
18.699,1019,24.677,550.01,134.12
19.201,1018.2,20.293,549.86,115.09
18.867,1017.4,19.288,549.88,110.87
18.342,1016.7,19.317,549.75,110.76
17.988,1016,20.912,549.84,117.42
17.42,1015.4,24.659,550.05,133.66
16.897,1015,24.463,549.88,133.68
15.763,1015,24.328,550,133.68
15.309,1014.8,24.346,550.2,133.68
14.656,1014.4,24.259,549.98,133.66
14.033,1013.6,19.572,548.5,112.86
14.89,1013.6,24.287,550.07,133.19
16.253,1013.9,19.567,549.25,112.18
17.607,1014.2,19.345,550.01,111.1
18.325,1014.3,19.468,549.81,111.71
18.209,1014.6,19.557,550.05,112
17.821,1014.4,19.486,549.96,111.71
17.95,1014.5,19.504,550.09,111.69
17.746,1014.6,19.34,550,111.72
16.443,1015,19.201,550.06,111.7
15.352,1015.3,19.125,549.85,111.73
14.582,1015.9,21.577,549.88,122.83
14.183,1016.4,21.418,549.83,122.03
13.639,1016.5,18.72,543.34,108.92
13.326,1016.7,19.075,548.51,111.68
13.249,1016.6,19.143,549.82,112.38
13.27,1016.3,18.801,549.53,110.73
13.229,1016.2,18.803,549.75,110.7
13.467,1016,18.866,549.97,110.7
13.52,1016.1,18.848,550,110.71
13.533,1016.4,18.859,549.9,110.92
13.788,1016.8,24.09,550.03,133.33
14.174,1017.2,32.023,531.24,157.89
14.788,1017.3,31.413,533.3,156.76
15.374,1017.6,31.868,531.62,157.57
15.948,1017.7,31.459,533.33,156.34
16.516,1017.5,32.188,530.56,158.2
16.853,1017.4,32.481,529.76,159.73
17.315,1017.3,32.452,530.03,159.52
17.302,1017.1,31.791,531.86,158.14
17.533,1016.9,32.144,530.9,158.88
17.746,1016.9,31.831,532.1,158.26
17.71,1017,24.58,549.39,134.18
17.012,1017.3,24.138,550.06,132.75
15.821,1017.5,24.035,550.16,132.69
14.733,1017.7,23.997,550.21,133.37
13.698,1017.6,24.007,550.03,133.62
13.053,1017.2,23.817,550.14,132.83
12.331,1016.8,23.784,550.15,133.19
11.48,1016.6,23.591,549.96,132.59
11.761,1016.4,21.437,548.92,122.21
12.482,1016.4,24.06,550.15,133.68
12.767,1016.2,24.079,550,133.69
12.931,1016,24.029,550.13,133.68
13.278,1016.1,23.876,549.98,133.11
13.665,1016.4,23.919,550.01,132.77
13.897,1016.5,24.164,549.94,133.54
13.883,1016.4,31.749,532.25,157.53
14.289,1016.6,31.19,534.05,156.37
15.063,1016.8,31.806,531.75,157.28
16.145,1016.5,31.626,532.59,156.75
17.511,1016.3,31.494,533.26,156.9
18.502,1015.8,31.7,532.21,157.69
18.549,1015.2,31.878,531.56,158.11
18.189,1014.9,31.678,532.11,157.95
18.206,1014.7,31.971,531.09,158.69
17.894,1014.5,27.702,541.7,144.87
17.039,1014.4,24.387,549.8,133.76
15.896,1014.4,24.16,549.92,133.76
14.871,1014.6,24.171,550.25,133.76
14.3,1014.8,24.123,550.13,133.76
13.584,1014.8,22.211,549.86,125.89
13.475,1014.3,21.89,548.8,123.47
13.296,1013.8,19.311,549.82,113
12.952,1013.2,19.242,550.2,112.73
12.928,1012.6,19.22,550.17,112.73
12.131,1012.3,18.916,549.9,112.31
11.692,1012.1,23.256,549.21,130.59
12.247,1011.9,19.306,547.96,111.83
12.976,1012.2,23.985,549.96,133.11
13.964,1012.2,26.911,543.5,141.51
15.586,1012.1,31.876,532.29,157.03
17.055,1011.9,31.646,532.84,157.3
18.41,1011.7,31.536,533.94,156.54
19.459,1011.3,31.546,533.57,156.61
20.11,1010.8,31.072,535.16,155.55
20.684,1010.2,31.421,534.14,155.92
20.589,1009.8,31.185,534.85,155.75
19.55,1010,31.617,532.82,157.23
18.538,1010.1,25.204,548.8,136.3
18.155,1009.8,24.545,549.82,133.93
17.209,1009.9,24.397,549.71,133.78
16.147,1009.9,24.185,550.12,133.79
15.332,1010,24.156,550.26,133.79
14.53,1009.9,24.052,550.16,133.79
13.926,1009.4,24.131,549.96,134.26
13.623,1009,20.499,549.87,118.43
13.818,1008.8,18.969,550.39,111.07
14.09,1008.7,19.264,550,111.77
14.594,1008.4,19.376,549.82,112.36
14.886,1008,19.166,549.84,111.77
14.865,1007.9,18.971,550.03,110.76
14.818,1008.3,18.872,549.85,110.43
14.694,1008.5,18.864,549.73,110.58
14.899,1008.6,31.147,533.37,155.66
15.39,1008.7,31.369,533.27,156.78
16.035,1008.7,31.473,533.22,156.57
16.809,1009,31.157,534.62,155.4
17.089,1009,31.359,533.46,155.98
17.464,1009,31.987,531.64,158.52
17.544,1009,32.293,530.69,159.05
17.893,1008.9,31.527,533.45,157.72
17.759,1009.1,31.782,532.28,158.09
17.35,1009.4,29.079,539.28,149.64
17.039,1009.8,24.146,549.91,132.77
16.544,1010.1,24.124,550.06,132.76
15.764,1010.5,24.229,550.07,133.75
15.427,1010.7,24.193,549.77,133.76
14.979,1010.9,24.146,550,133.76
14.636,1010.8,23.968,550.11,132.96
14.357,1010.8,24.23,549.84,133.97
14.161,1010.6,24.109,550.22,133.71
14.14,1010.6,24.262,550.05,134.15
14.633,1010.6,24.253,550.03,133.72
14.854,1010.5,24.226,549.93,133.7
14.728,1010.6,24.212,550.11,133.72
14.358,1010.9,24.195,550.22,133.69
14.331,1011.5,24.169,550.07,133.4
14.738,1012,24.444,549.95,134.51
16.027,1012.3,31.983,532.44,157.2
17.333,1012.6,32.18,531.01,157.96
18.307,1012.9,31.645,533.1,156.43
19.647,1013,31.114,534.88,155.16
20.505,1013.2,31.442,534.08,155.56
20.98,1013.1,31.313,534.96,155.59
21.767,1013,31.602,533.97,155.98
21.685,1013,31.418,534.25,155.67
20.984,1012.9,31.648,533.52,155.99
20.067,1012.9,31.436,533.82,155.57
18.946,1013,31.611,533.21,156.11
17.495,1013.4,31.234,534.11,155.82
16.747,1013.8,31.692,532.49,157.07
16.577,1014.1,24.471,549.96,134.06
16.441,1014,24.537,549.62,134.22
16.103,1014,24.219,550.02,133.02
15.58,1013.7,24.245,549.95,133.35
14.872,1013.5,24.364,550.12,134.26
14.389,1013.3,24.207,550.27,133.73
14.096,1013.2,24.152,550.06,133.73
13.659,1013.1,22.189,549.83,124.96
13.5,1013.2,24.07,550.09,133.36
14.703,1013.3,24.222,550.02,132.89
16.908,1013.8,30.944,534.71,153.35
18.73,1013.9,31.411,534.13,154.72
20.455,1014,31.116,535.13,153.76
21.309,1014.1,30.931,535.7,153.66
22.608,1014.2,31.315,534.54,154.33
23.493,1014,31.117,535.65,153.99
24.258,1013.7,31.239,534.9,153.87
24.412,1013.6,27.243,545.5,141.16
23.764,1013.3,25.217,549.72,134.13
23.538,1013.1,24.736,550.15,131.93
22.473,1013.1,24.566,549.94,131.74
